session_id,tutor_id,date,duration_minutes,rating,status,has_tech_issue,is_first_session,reschedule_initiator,no_show
S00486,T153,2025-11-05,81,1,completed,false,false,,false
S00487,T045,2025-11-05,29,,dropout,false,false,,true
S00488,T105,2025-11-05,82,3,rescheduled,false,false,tutor,false
S00489,T016,2025-11-05,85,4,dropout,false,false,,false
S00490,T176,2025-11-05,56,,completed,false,false,,false
S00491,T053,2025-11-05,53,2,completed,false,false,,false
S00492,T023,2025-11-05,41,2,completed,true,false,,false
S00493,T100,2025-11-05,48,5,rescheduled,false,false,tutor,false
S00494,T001,2025-11-05,61,4,dropout,false,false,,false
S00495,T082,2025-11-05,54,3,completed,false,false,,false
S00496,T148,2025-11-05,58,2,completed,false,false,,false
S00497,T026,2025-11-05,86,4,completed,false,false,,false
S00498,T066,2025-11-05,78,5,completed,false,false,,false
S00499,T159,2025-11-05,42,,completed,false,false,,false
S00500,T005,2025-11-05,40,5,completed,false,false,,false
S00501,T190,2025-11-05,88,5,completed,false,false,,false
S00502,T037,2025-11-05,84,4,completed,true,false,,false
S00503,T015,2025-11-05,66,,rescheduled,false,false,tutor,false
S00504,T195,2025-11-05,77,5,completed,false,false,,false
S00505,T023,2025-11-05,90,4,rescheduled,false,false,tutor,false
S00506,T051,2025-11-05,59,4,completed,false,false,,false
S00507,T087,2025-11-05,52,,completed,false,false,,false
S00508,T108,2025-11-05,34,4,completed,false,false,,false
S00509,T141,2025-11-05,88,3,completed,false,false,,false
S00510,T188,2025-11-05,89,5,dropout,false,false,,false
S00511,T004,2025-11-05,65,5,completed,false,false,,false
S00512,T175,2025-11-05,79,5,completed,false,false,,false
S00513,T151,2025-11-05,28,5,completed,false,false,,false
S00514,T093,2025-11-05,82,4,completed,false,false,,false
S00515,T007,2025-11-05,70,5,completed,false,true,,false
S00516,T178,2025-11-05,28,,completed,false,false,,false
S00517,T198,2025-11-05,58,3,completed,false,true,,false
S00518,T180,2025-11-05,67,5,completed,false,false,,false
S00519,T136,2025-11-05,71,3,completed,false,true,,false
S00520,T102,2025-11-05,48,5,completed,false,true,,false
S00521,T161,2025-11-05,42,5,completed,false,false,,false
S00522,T051,2025-11-05,53,5,completed,false,false,,false
S00523,T113,2025-11-05,25,5,completed,false,true,,false
S00524,T162,2025-11-05,51,3,completed,false,false,,false
S00525,T017,2025-11-05,59,4,completed,false,true,,false
S00526,T196,2025-11-05,29,4,rescheduled,false,false,tutor,false
S00527,T074,2025-11-05,59,1,dropout,false,false,,false
S00528,T184,2025-11-05,76,3,dropout,false,true,,true
S00529,T003,2025-11-05,77,5,completed,false,false,,false
S00530,T076,2025-11-05,30,3,completed,false,false,,false
S00531,T083,2025-11-05,34,,completed,false,false,,false
S00532,T136,2025-11-05,68,,completed,false,false,,false
S00533,T140,2025-11-05,85,4,completed,false,false,,false
S00534,T107,2025-11-05,51,5,completed,false,false,,false
S00535,T008,2025-11-05,82,4,completed,false,false,,false
S00536,T080,2025-11-05,29,5,completed,false,false,,false
S00537,T137,2025-11-05,50,4,completed,false,false,,false
S00538,T042,2025-11-05,77,5,completed,false,false,,false
S00539,T034,2025-11-05,29,3,completed,false,false,,false
S00540,T093,2025-11-05,85,4,dropout,false,false,,false
S00541,T097,2025-11-05,38,4,completed,true,false,,false
S00542,T135,2025-11-05,86,5,completed,false,false,,false
S00543,T119,2025-11-05,47,5,completed,false,false,,false
S00544,T128,2025-11-05,79,4,completed,true,false,,false
S00545,T101,2025-11-05,44,3,dropout,false,false,,false
S00546,T126,2025-11-05,53,,completed,true,false,,false
S00547,T100,2025-11-05,42,,completed,false,false,,false
S00548,T043,2025-11-05,32,3,completed,false,false,,false
S00549,T066,2025-11-05,84,4,dropout,false,false,,false
S00550,T030,2025-11-05,37,5,completed,false,false,,false
S00551,T039,2025-11-05,69,5,completed,false,false,,false
S00552,T119,2025-11-05,60,1,rescheduled,false,false,tutor,false
S00553,T077,2025-11-05,90,5,completed,false,false,,false
S00554,T168,2025-11-05,41,4,completed,false,false,,false
S00555,T200,2025-11-05,36,3,completed,false,false,,false
S00556,T185,2025-11-05,78,4,completed,false,false,,false
S00557,T173,2025-11-05,62,5,completed,false,false,,false
S00558,T183,2025-11-05,48,5,dropout,false,false,,false
S00559,T085,2025-11-05,33,3,completed,false,false,,false
S00560,T129,2025-11-05,32,4,dropout,false,true,,true
S00561,T076,2025-11-05,43,5,completed,false,false,,false
S00562,T142,2025-11-05,26,5,completed,false,false,,false
S00563,T139,2025-11-05,27,2,rescheduled,false,false,tutor,false
S00564,T108,2025-11-05,25,5,completed,false,false,,false
S00565,T182,2025-11-05,89,3,completed,false,false,,false
S00566,T179,2025-11-05,35,5,dropout,true,false,,true
S00567,T174,2025-11-05,65,3,completed,false,false,,false
S00568,T128,2025-11-05,48,1,rescheduled,false,false,tutor,false
S00569,T165,2025-11-05,79,5,rescheduled,true,true,tutor,false
S00570,T124,2025-11-05,60,5,dropout,false,false,,false
S00571,T068,2025-11-05,30,4,completed,false,false,,false
S00572,T037,2025-11-05,88,4,completed,false,false,,false
S00573,T189,2025-11-05,43,3,dropout,false,false,,false
S00574,T016,2025-11-05,80,5,completed,true,false,,false
S00575,T044,2025-11-05,41,4,dropout,false,false,,true
S00576,T177,2025-11-05,36,3,completed,false,false,,false
S00577,T087,2025-11-05,48,3,completed,false,false,,false
S00578,T109,2025-11-05,55,2,completed,false,false,,false
S00579,T042,2025-11-05,84,5,completed,false,false,,false
S00580,T154,2025-11-05,51,4,completed,false,false,,false
S00581,T101,2025-11-05,42,3,completed,false,false,,false
S00582,T012,2025-11-05,42,5,rescheduled,false,false,tutor,false
S00583,T047,2025-11-05,76,5,completed,false,false,,false
S00584,T102,2025-11-05,42,3,completed,false,false,,false
S00585,T102,2025-11-05,28,4,completed,true,false,,false
S00586,T171,2025-11-05,83,5,completed,false,false,,false
S00587,T100,2025-11-05,56,,completed,false,false,,false
S00588,T043,2025-11-05,49,5,completed,false,false,,false
S00589,T004,2025-11-05,73,4,completed,false,false,,false
S00590,T149,2025-11-05,61,3,completed,false,false,,false
S00591,T064,2025-11-05,34,2,completed,false,false,,false
S00592,T043,2025-11-05,36,2,completed,false,false,,false
S00593,T083,2025-11-05,36,5,completed,false,false,,false
S00594,T084,2025-11-05,62,4,completed,false,false,,false
S00595,T086,2025-11-05,53,5,rescheduled,false,false,student,false
S00596,T185,2025-11-05,63,3,completed,false,false,,false
S00597,T111,2025-11-05,60,5,completed,false,false,,false
S00598,T200,2025-11-05,25,5,completed,false,false,,false
S00599,T070,2025-11-05,74,5,completed,false,false,,false
S00600,T130,2025-11-05,44,4,completed,false,false,,false
S00601,T136,2025-11-05,62,3,completed,false,false,,false
S00602,T127,2025-11-05,50,5,completed,false,false,,false
S00603,T030,2025-11-05,58,5,dropout,false,false,,false
S00604,T099,2025-11-05,44,5,dropout,false,false,,false
S00605,T075,2025-11-05,56,2,completed,false,false,,false
S00606,T159,2025-11-05,68,5,completed,false,false,,false
S00607,T046,2025-11-05,35,5,completed,false,false,,false
S00608,T133,2025-11-05,64,4,completed,false,false,,false
S00609,T171,2025-11-05,39,3,dropout,false,false,,true
S00610,T144,2025-11-05,48,3,rescheduled,false,false,tutor,false
S00611,T153,2025-11-05,73,3,dropout,false,false,,true
S00612,T196,2025-11-05,27,3,dropout,false,false,,false
S00613,T186,2025-11-05,88,5,completed,false,false,,false
S00614,T198,2025-11-04,62,5,completed,false,false,,false
S00615,T011,2025-11-04,50,1,completed,false,false,,false
S00616,T011,2025-11-04,29,2,completed,false,false,,false
S00617,T146,2025-11-04,37,4,completed,false,false,,false
S00618,T138,2025-11-04,44,2,dropout,true,false,,false
S00619,T140,2025-11-04,56,5,completed,false,false,,false
S00620,T055,2025-11-04,28,3,completed,false,false,,false
S00621,T146,2025-11-04,69,3,rescheduled,false,false,tutor,false
S00622,T085,2025-11-04,55,4,dropout,false,false,,false
S00623,T120,2025-11-04,75,5,completed,false,false,,false
S00624,T021,2025-11-04,86,5,completed,false,true,,false
S00625,T073,2025-11-04,50,2,dropout,false,false,,false
S00626,T154,2025-11-04,65,4,completed,false,false,,false
S00627,T041,2025-11-04,26,4,rescheduled,false,false,tutor,false
S00628,T125,2025-11-04,68,4,completed,false,false,,false
S00629,T185,2025-11-04,61,3,completed,false,false,,false
S00630,T156,2025-11-04,81,5,completed,false,false,,false
S00631,T041,2025-11-04,83,5,completed,true,false,,false
S00632,T077,2025-11-04,40,5,dropout,false,false,,false
S00633,T136,2025-11-04,52,4,rescheduled,false,false,tutor,false
S00634,T173,2025-11-04,37,4,completed,false,false,,false
S00635,T160,2025-11-04,65,5,dropout,false,false,,false
S00636,T105,2025-11-04,75,5,completed,false,false,,false
S00637,T046,2025-11-04,68,4,completed,false,false,,false
S00638,T143,2025-11-04,30,4,completed,false,false,,false
S00639,T198,2025-11-04,81,3,dropout,false,false,,false
S00640,T089,2025-11-04,38,3,completed,false,true,,false
S00641,T139,2025-11-04,54,,completed,false,false,,false
S00642,T194,2025-11-04,49,,dropout,false,false,,false
S00643,T011,2025-11-04,55,2,completed,false,false,,false
S00644,T089,2025-11-04,55,5,dropout,false,false,,false
S00645,T200,2025-11-04,75,5,dropout,false,false,,false
S00646,T086,2025-11-04,82,3,completed,false,false,,false
S00647,T066,2025-11-04,69,4,dropout,false,false,,false
S00648,T171,2025-11-04,82,5,completed,false,false,,false
S00649,T147,2025-11-04,40,5,completed,false,false,,false
S00650,T143,2025-11-04,67,3,completed,false,false,,false
S00651,T140,2025-11-04,68,3,completed,false,false,,false
S00652,T042,2025-11-04,39,5,completed,false,false,,false
S00653,T065,2025-11-04,79,5,completed,false,false,,false
S00654,T008,2025-11-04,43,5,dropout,false,false,,false
S00655,T021,2025-11-04,70,,dropout,false,false,,false
S00656,T195,2025-11-04,45,5,rescheduled,false,false,tutor,false
S00657,T036,2025-11-04,54,3,completed,false,false,,false
S00658,T169,2025-11-04,74,3,dropout,false,true,,false
S00659,T103,2025-11-04,45,5,completed,false,false,,false
S00660,T157,2025-11-04,64,2,dropout,false,false,,false
S00661,T081,2025-11-04,69,,dropout,false,false,,false
S00662,T044,2025-11-04,81,2,rescheduled,false,false,tutor,false
S00663,T046,2025-11-04,68,3,completed,false,false,,false
S00664,T139,2025-11-04,77,1,dropout,false,false,,false
S00665,T026,2025-11-04,66,5,completed,false,false,,false
S00666,T058,2025-11-04,28,4,completed,false,true,,false
S00667,T057,2025-11-04,81,3,completed,false,false,,false
S00668,T175,2025-11-04,61,5,completed,false,false,,false
S00669,T132,2025-11-04,38,5,completed,false,false,,false
S00670,T086,2025-11-04,82,2,dropout,false,false,,false
S00671,T049,2025-11-04,60,3,completed,true,false,,false
S00672,T030,2025-11-04,58,4,completed,false,false,,false
S00673,T058,2025-11-04,29,4,completed,false,false,,false
S00674,T134,2025-11-04,68,3,completed,false,true,,false
S00675,T152,2025-11-04,69,,completed,false,true,,false
S00676,T076,2025-11-04,43,3,completed,false,false,,false
S00677,T155,2025-11-04,25,,completed,false,false,,false
S00678,T042,2025-11-04,43,5,completed,false,false,,false
S00679,T176,2025-11-04,28,5,rescheduled,false,false,tutor,false
S00680,T184,2025-11-04,32,2,completed,false,false,,false
S00681,T060,2025-11-04,75,,completed,false,false,,false
S00682,T048,2025-11-04,56,2,completed,false,false,,false
S00683,T088,2025-11-04,54,2,completed,false,false,,false
S00684,T100,2025-11-04,70,5,completed,true,false,,false
S00685,T082,2025-11-04,86,5,rescheduled,false,false,tutor,false
S00686,T006,2025-11-04,69,,completed,false,false,,false
S00687,T011,2025-11-04,57,2,dropout,false,false,,false
S00688,T101,2025-11-04,84,5,completed,false,false,,false
S00689,T145,2025-11-04,35,2,completed,false,false,,false
S00690,T137,2025-11-04,87,5,completed,false,false,,false
S00691,T177,2025-11-04,40,,rescheduled,false,false,tutor,false
S00692,T184,2025-11-04,54,,completed,false,false,,false
S00693,T010,2025-11-04,34,,completed,false,false,,false
S00694,T004,2025-11-04,28,3,completed,false,false,,false
S00695,T056,2025-11-04,44,,completed,false,false,,false
S00696,T074,2025-11-04,47,2,rescheduled,false,false,tutor,false
S00697,T168,2025-11-04,79,5,completed,false,false,,false
S00698,T005,2025-11-04,78,5,completed,false,false,,false
S00699,T013,2025-11-04,61,4,completed,false,false,,false
S00700,T168,2025-11-04,27,3,completed,false,false,,false
S00701,T149,2025-11-04,39,3,completed,false,false,,false
S00702,T136,2025-11-04,51,,dropout,false,false,,false
S00703,T143,2025-11-04,41,5,completed,false,false,,false
S00704,T004,2025-11-04,50,4,rescheduled,false,false,tutor,false
S00705,T192,2025-11-04,71,,completed,false,false,,false
S00706,T034,2025-11-04,64,5,dropout,false,false,,false
S00707,T063,2025-11-04,44,,rescheduled,false,true,tutor,false
S00708,T007,2025-11-04,42,3,dropout,false,false,,false
S00709,T181,2025-11-04,41,4,completed,false,false,,false
S00710,T139,2025-11-04,57,5,completed,false,false,,false
S00711,T142,2025-11-04,46,5,completed,false,false,,false
S00712,T186,2025-11-04,32,4,completed,false,false,,false
S00713,T054,2025-11-04,63,5,completed,true,false,,false
S00714,T162,2025-11-04,82,2,completed,false,false,,false
S00715,T007,2025-11-04,29,2,dropout,false,false,,false
S00716,T082,2025-11-04,72,5,completed,false,false,,false
S00717,T165,2025-11-04,45,5,completed,false,false,,false
S00718,T083,2025-11-04,88,4,completed,false,false,,false
S00719,T045,2025-11-04,81,4,completed,false,false,,false
S00720,T153,2025-11-04,74,3,dropout,false,false,,false
S00721,T178,2025-11-04,53,,completed,false,false,,false
S00722,T183,2025-11-04,43,3,dropout,false,false,,false
S00723,T059,2025-11-04,75,5,completed,false,false,,false
S00724,T118,2025-11-04,31,4,rescheduled,false,false,tutor,false
S00725,T039,2025-11-04,30,1,completed,false,false,,false
S00726,T085,2025-11-04,65,3,completed,false,false,,false
S00727,T129,2025-11-04,30,3,completed,false,false,,false
S00728,T114,2025-11-04,33,3,completed,false,false,,false
S00729,T159,2025-11-04,75,5,completed,false,false,,false
S00730,T128,2025-11-04,65,5,completed,false,false,,false
S00731,T060,2025-11-04,33,1,completed,false,false,,false
S00732,T016,2025-11-04,76,3,completed,false,false,,false
S00733,T143,2025-11-04,86,3,completed,false,false,,false
S00734,T064,2025-11-04,34,2,rescheduled,false,false,tutor,false
S00735,T099,2025-11-04,60,5,completed,false,false,,false
S00736,T130,2025-11-04,43,4,completed,true,false,,false
S00737,T105,2025-11-04,52,4,completed,false,false,,false
S00738,T172,2025-11-04,87,4,completed,false,false,,false
S00739,T190,2025-11-04,57,4,completed,false,false,,false
S00740,T004,2025-11-04,62,4,dropout,false,false,,false
S00741,T004,2025-11-04,38,4,completed,false,false,,false
S00742,T021,2025-11-04,48,,completed,false,false,,false
S00743,T154,2025-11-04,46,5,completed,false,false,,false
S00744,T068,2025-11-04,28,5,completed,false,false,,false
S00745,T079,2025-11-04,40,2,rescheduled,false,false,tutor,false
S00746,T123,2025-11-04,56,4,completed,false,false,,false
S00747,T174,2025-11-04,89,2,rescheduled,false,false,tutor,false
S00748,T040,2025-11-04,32,5,completed,true,false,,false
S00749,T132,2025-11-04,89,,completed,false,false,,false
S00750,T059,2025-11-04,67,5,dropout,false,false,,false
S00751,T113,2025-11-04,75,5,rescheduled,false,false,tutor,false
S00752,T001,2025-11-04,52,5,dropout,false,false,,false
S00753,T051,2025-11-04,34,2,completed,false,false,,false
S00754,T195,2025-11-04,63,4,completed,false,false,,false
S00755,T173,2025-11-04,64,4,completed,false,false,,false
S00756,T139,2025-11-04,71,3,completed,false,false,,false
S00757,T028,2025-11-04,30,3,completed,false,true,,false
S00758,T092,2025-11-04,34,3,rescheduled,true,false,tutor,false
S00759,T139,2025-11-04,43,,completed,false,false,,false
S00760,T095,2025-11-04,58,5,rescheduled,false,true,tutor,false
S00761,T189,2025-11-04,44,1,completed,false,false,,false
S00762,T039,2025-11-04,73,5,completed,false,false,,false
S00763,T106,2025-11-04,65,4,completed,false,false,,false
S00764,T182,2025-11-04,81,3,completed,false,false,,false
S00765,T187,2025-11-04,62,4,completed,false,false,,false
S00766,T089,2025-11-04,42,4,completed,true,false,,false
S00767,T198,2025-11-04,52,5,dropout,false,false,,false
S00768,T092,2025-11-04,56,5,completed,false,false,,false
S00769,T184,2025-11-04,77,3,rescheduled,false,false,tutor,false
S00770,T013,2025-11-04,84,5,completed,false,false,,false
S00771,T048,2025-11-04,56,3,completed,false,false,,false
S00772,T153,2025-11-04,31,3,completed,false,false,,false
S00773,T073,2025-11-04,54,5,completed,false,false,,false
S00774,T183,2025-11-04,31,5,completed,false,false,,false
S00775,T111,2025-11-04,78,,completed,false,false,,false
S00776,T014,2025-11-04,69,5,completed,false,false,,false
S00777,T049,2025-11-04,31,5,completed,true,false,,false
S00778,T137,2025-11-04,89,2,dropout,true,false,,false
S00779,T097,2025-11-04,40,5,completed,false,false,,false
S00780,T099,2025-11-04,56,3,completed,false,false,,false
S00781,T100,2025-11-04,61,2,completed,false,false,,false
S00782,T127,2025-11-04,30,3,completed,false,false,,false
S00783,T145,2025-11-04,48,4,rescheduled,false,false,tutor,false
S00784,T102,2025-11-04,64,5,completed,false,false,,false
S00785,T024,2025-11-04,87,5,completed,false,false,,false
S00786,T138,2025-11-04,52,1,rescheduled,false,false,tutor,false
S00787,T060,2025-11-04,29,,completed,false,false,,false
S00788,T058,2025-11-04,36,5,completed,false,false,,false
S00789,T116,2025-11-04,45,3,rescheduled,false,true,tutor,false
S00790,T151,2025-11-04,90,2,completed,false,false,,false
S00791,T174,2025-11-04,52,4,completed,false,false,,false
S00792,T169,2025-11-04,85,3,rescheduled,false,false,tutor,false
S00793,T058,2025-11-04,71,5,rescheduled,false,false,tutor,false
S00794,T188,2025-11-04,90,5,rescheduled,false,false,tutor,false
S00795,T097,2025-11-04,85,5,completed,true,false,,false
S00796,T066,2025-11-04,59,5,rescheduled,false,false,tutor,false
S00797,T123,2025-11-04,33,,completed,false,false,,false
S00798,T019,2025-11-04,76,2,completed,false,true,,false
S00799,T055,2025-11-04,39,,completed,false,false,,false
S00800,T147,2025-11-04,55,3,completed,false,false,,false
S00801,T017,2025-11-04,75,5,completed,false,false,,false
S00802,T057,2025-11-04,86,5,completed,false,false,,false
S00803,T131,2025-11-04,83,4,completed,false,false,,false
S00804,T081,2025-11-04,43,,completed,false,false,,false
S00805,T133,2025-11-04,89,5,rescheduled,false,false,tutor,false
S00806,T020,2025-11-04,37,,completed,false,false,,false
S00807,T161,2025-11-04,57,5,completed,false,false,,false
S00808,T088,2025-11-04,70,3,dropout,false,false,,false
S00809,T081,2025-11-04,61,4,dropout,false,false,,false
S00810,T079,2025-11-04,66,5,rescheduled,false,false,tutor,false
S00811,T181,2025-11-04,78,5,completed,false,false,,false
S00812,T010,2025-11-04,43,3,completed,false,false,,false
S00813,T114,2025-11-04,39,3,completed,false,false,,false
S00814,T169,2025-11-04,33,5,rescheduled,false,false,tutor,false
S00815,T082,2025-11-04,55,5,completed,false,false,,false
S00816,T132,2025-11-04,43,5,completed,false,false,,false
S00817,T163,2025-11-03,36,3,completed,false,false,,false
S00818,T016,2025-11-03,66,4,completed,false,false,,false
S00819,T047,2025-11-03,41,5,completed,false,false,,false
S00820,T127,2025-11-03,46,5,completed,false,false,,false
S00821,T167,2025-11-03,72,4,completed,false,false,,false
S00822,T039,2025-11-03,77,3,rescheduled,true,false,tutor,false
S00823,T092,2025-11-03,27,4,completed,false,false,,false
S00824,T199,2025-11-03,57,5,completed,false,false,,false
S00825,T030,2025-11-03,30,3,completed,true,false,,false
S00826,T153,2025-11-03,51,1,completed,true,false,,false
S00827,T013,2025-11-03,62,3,completed,false,false,,false
S00828,T169,2025-11-03,57,4,completed,false,false,,false
S00829,T148,2025-11-03,38,4,completed,false,false,,false
S00830,T072,2025-11-03,52,5,completed,false,false,,false
S00831,T134,2025-11-03,41,5,completed,false,false,,false
S00832,T134,2025-11-03,83,3,completed,false,false,,false
S00833,T042,2025-11-03,73,4,dropout,false,false,,true
S00834,T011,2025-11-03,82,5,dropout,false,false,,false
S00835,T014,2025-11-03,48,3,completed,false,false,,false
S00836,T158,2025-11-03,64,5,rescheduled,false,false,tutor,false
S00837,T074,2025-11-03,77,3,dropout,false,false,,false
S00838,T121,2025-11-03,65,2,completed,false,false,,false
S00839,T005,2025-11-03,65,3,completed,false,false,,false
S00840,T119,2025-11-03,46,4,completed,false,false,,false
S00841,T011,2025-11-03,68,5,completed,false,false,,false
S00842,T001,2025-11-03,31,4,completed,false,false,,false
S00843,T056,2025-11-03,89,,completed,false,false,,false
S00844,T159,2025-11-03,34,3,completed,false,false,,false
S00845,T197,2025-11-03,37,,dropout,false,true,,false
S00846,T179,2025-11-03,76,5,dropout,false,false,,true
S00847,T028,2025-11-03,56,5,completed,false,false,,false
S00848,T053,2025-11-03,89,,dropout,false,false,,false
S00849,T024,2025-11-03,83,5,completed,false,false,,false
S00850,T158,2025-11-03,76,5,completed,false,false,,false
S00851,T060,2025-11-03,45,3,completed,false,false,,false
S00852,T054,2025-11-03,54,5,dropout,false,false,,false
S00853,T028,2025-11-03,88,,completed,false,false,,false
S00854,T145,2025-11-03,54,3,dropout,false,false,,false
S00855,T081,2025-11-03,66,1,completed,false,false,,false
S00856,T120,2025-11-03,80,3,completed,false,false,,false
S00857,T125,2025-11-03,76,5,completed,false,false,,false
S00858,T017,2025-11-03,71,5,completed,false,false,,false
S00859,T083,2025-11-03,90,3,rescheduled,false,false,tutor,false
S00860,T034,2025-11-03,86,4,completed,false,false,,false
S00861,T089,2025-11-03,59,5,rescheduled,false,false,tutor,false
S00862,T057,2025-11-03,47,4,dropout,false,false,,false
S00863,T104,2025-11-03,60,4,rescheduled,true,false,tutor,false
S00864,T017,2025-11-03,38,3,completed,false,false,,false
S00865,T059,2025-11-03,54,5,dropout,false,false,,true
S00866,T141,2025-11-03,81,5,completed,false,false,,false
S00867,T149,2025-11-03,39,4,completed,true,false,,false
S00868,T071,2025-11-03,78,4,completed,false,false,,false
S00869,T028,2025-11-03,49,2,completed,false,false,,false
S00870,T065,2025-11-03,26,5,completed,false,false,,false
S00871,T171,2025-11-03,44,5,completed,false,false,,false
S00872,T124,2025-11-03,80,,completed,false,false,,false
S00873,T165,2025-11-03,78,5,completed,false,false,,false
S00874,T184,2025-11-03,70,5,completed,false,false,,false
S00875,T164,2025-11-03,87,3,rescheduled,false,false,tutor,false
S00876,T077,2025-11-03,62,,rescheduled,false,false,tutor,false
S00877,T152,2025-11-03,63,5,completed,false,false,,false
S00878,T071,2025-11-03,42,5,completed,false,false,,false
S00879,T006,2025-11-03,76,3,completed,false,false,,false
S00880,T196,2025-11-03,26,2,completed,false,false,,false
S00881,T165,2025-11-03,64,,completed,false,false,,false
S00882,T080,2025-11-03,42,5,rescheduled,false,false,tutor,false
S00883,T049,2025-11-03,79,4,rescheduled,false,false,tutor,false
S00884,T171,2025-11-03,54,2,rescheduled,false,false,tutor,false
S00885,T049,2025-11-03,54,4,completed,false,false,,false
S00886,T084,2025-11-03,26,3,completed,false,false,,false
S00887,T063,2025-11-03,54,,completed,false,false,,false
S00888,T170,2025-11-03,58,,dropout,false,false,,true
S00889,T056,2025-11-03,81,4,completed,false,false,,false
S00890,T098,2025-11-03,45,5,completed,false,false,,false
S00891,T131,2025-11-03,71,4,completed,false,false,,false
S00892,T171,2025-11-03,80,3,completed,false,false,,false
S00893,T092,2025-11-03,43,5,completed,false,false,,false
S00894,T096,2025-11-03,28,,completed,false,false,,false
S00895,T089,2025-11-03,49,5,completed,false,false,,false
S00896,T176,2025-11-03,78,2,dropout,true,false,,false
S00897,T141,2025-11-03,84,5,dropout,false,false,,false
S00898,T154,2025-11-03,66,3,completed,false,false,,false
S00899,T169,2025-11-03,72,3,completed,false,false,,false
S00900,T115,2025-11-03,67,4,completed,false,false,,false
S00901,T127,2025-11-03,79,4,completed,false,false,,false
S00902,T151,2025-11-03,33,4,completed,false,false,,false
S00903,T132,2025-11-03,77,5,completed,false,false,,false
S00904,T175,2025-11-03,54,4,completed,false,false,,false
S00905,T011,2025-11-03,48,4,completed,false,false,,false
S00906,T098,2025-11-03,74,4,completed,false,false,,false
S00907,T007,2025-11-03,44,5,completed,false,false,,false
S00908,T183,2025-11-03,27,3,completed,false,false,,false
S00909,T071,2025-11-03,26,,completed,false,false,,false
S00910,T056,2025-11-03,84,2,completed,false,false,,false
S00911,T098,2025-11-03,81,,completed,false,false,,false
S00912,T054,2025-11-03,57,4,completed,false,false,,false
S00913,T091,2025-11-03,51,2,dropout,false,false,,false
S00914,T136,2025-11-03,40,5,completed,false,false,,false
S00915,T087,2025-11-03,89,4,completed,false,false,,false
S00916,T175,2025-11-03,30,5,completed,false,false,,false
S00917,T055,2025-11-03,78,5,completed,true,false,,false
S00918,T183,2025-11-03,31,3,completed,false,false,,false
S00919,T038,2025-11-03,51,3,completed,true,false,,false
S00920,T086,2025-11-03,46,4,completed,true,false,,false
S00921,T058,2025-11-03,63,4,completed,false,false,,false
S00922,T082,2025-11-03,25,1,completed,false,false,,false
S00923,T186,2025-11-03,37,4,completed,false,false,,false
S00924,T157,2025-11-03,63,,dropout,false,false,,false
S00925,T131,2025-11-03,31,5,dropout,false,false,,false
S00926,T060,2025-11-03,60,4,rescheduled,false,false,tutor,false
S00927,T127,2025-11-03,50,5,completed,false,false,,false
S00928,T021,2025-11-03,46,4,completed,false,false,,false
S00929,T192,2025-11-03,64,1,dropout,false,false,,false
S00930,T113,2025-11-03,27,3,dropout,false,false,,false
S00931,T005,2025-11-03,39,4,completed,false,false,,false
S00932,T114,2025-11-03,26,5,completed,false,false,,false
S00933,T081,2025-11-03,63,3,completed,false,false,,false
S00934,T053,2025-11-03,25,3,rescheduled,false,false,tutor,false
S00935,T102,2025-11-03,70,3,completed,false,false,,false
S00936,T084,2025-11-03,52,4,completed,true,false,,false
S00937,T067,2025-11-03,83,1,completed,true,false,,false
S00938,T042,2025-11-03,56,3,completed,false,false,,false
S00939,T134,2025-11-03,44,,completed,false,false,,false
S00940,T103,2025-11-03,55,5,completed,false,false,,false
S00941,T176,2025-11-03,73,1,rescheduled,true,false,tutor,false
S00942,T096,2025-11-03,50,5,completed,false,false,,false
S00943,T015,2025-11-03,29,1,completed,false,false,,false
S00944,T164,2025-11-03,67,4,completed,false,false,,false
S00945,T027,2025-11-03,77,4,completed,false,true,,false
S00946,T172,2025-11-03,71,3,completed,false,false,,false
S00947,T126,2025-11-03,37,5,completed,false,false,,false
S00948,T004,2025-11-03,82,2,dropout,false,false,,false
S00949,T004,2025-11-03,43,1,completed,true,false,,false
S00950,T005,2025-11-03,55,5,dropout,false,false,,false
S00951,T146,2025-11-03,49,4,completed,false,false,,false
S00952,T047,2025-11-03,78,5,dropout,false,false,,false
S00953,T111,2025-11-03,56,4,completed,true,false,,false
S00954,T175,2025-11-03,77,4,rescheduled,false,false,student,false
S00955,T107,2025-11-03,69,5,completed,true,false,,false
S00956,T168,2025-11-03,40,4,completed,false,false,,false
S00957,T061,2025-11-03,78,4,completed,true,false,,false
S00958,T103,2025-11-03,73,,rescheduled,false,false,tutor,false
S00959,T067,2025-11-03,80,2,completed,false,false,,false
S00960,T006,2025-11-03,43,4,completed,false,false,,false
S00961,T159,2025-11-03,77,4,completed,false,false,,false
S00962,T110,2025-11-03,73,3,rescheduled,false,false,tutor,false
S00963,T011,2025-11-03,41,2,completed,false,false,,false
S00964,T157,2025-11-03,74,1,dropout,true,false,,false
S00965,T043,2025-11-03,67,4,completed,false,false,,false
S00966,T081,2025-11-03,56,4,completed,false,false,,false
S00967,T151,2025-11-03,88,4,completed,false,false,,false
S00968,T054,2025-11-03,27,4,rescheduled,false,false,tutor,false
S00969,T083,2025-11-03,83,4,completed,true,false,,false
S00970,T147,2025-11-03,45,3,dropout,false,false,,false
